;topic_id;name;big_topic;term_id;x_centroid;y_centroid;size;top_doc_id;top_term_id;convex_hull
0;bt-0;Révolution | COMBAT | démocratie | génération | histoire | femmes | presse | RÉACTIONS | JEUNES | NATION | CULTURE | AURORE | mondialisation | lecteurs | LIBÉRATION | handicapés | Télévision | PAIX | civilisation | GUERRE;International;['Révolution', 'COMBAT', 'démocratie', 'génération', 'révolution', 'histoire', 'femmes', 'presse', 'RÉACTIONS', 'jeunes', 'nation', 'j', 'réactions', 'NATION', 'culture', 'AURORE', 'mondialisation', 'lecteurs', 'LIBÉRATION', 'handicapés', 'Télévision', 'PAIX', 'civilisation', 'guerre', 'attente', 'jeunesse', 'école', 'c', 'diversité', 'naissance', 'homme', 'J', 'POPULAIRE', 'rêve', 'renaissance', 'renouveau', 'droit', 'Culture', 'pouvoir', 'diplomatie', 'peur', 'sentiment', 'ACADÉMIE', 'commentaires', 'honneur', 'art', 'racisme', 'réalité', 'architecte', 'français', 'chose', 'capitalisme', 'déception', 'GUERRE', 'enfants', 'socialisme', 'jaunes', 'siècle', 'Chinois', 'conscience', 'gilets', 'gilets jaunes', 'écologie', 'chance', 'architecture', 'sexe', 'liberté', 'Histoire', 'JEUNES', 'langue', 'égalité', 'sources', 'islam', 'Américain', 'débat', 'identité', 'mode', 'POINT', 'Lettre', 'fin', 'contradictions', 'chemin', 'foi', 'libertés', 'vie', 'droits', 'temps', 'promesses', 'FRANÇAISE', 'Réactions', 'CONSEIL D', 'Violences', 'CULTURE', 'Français', 'L', 'D ÉTAT', 'Église', 'Education', 'Fin', 'science', 'part', 'famille', 'banlieue', 'enfant', 'exception', 'COURRIER', 'pouvoirs', 'monde', 'outil', 'planète', 'africaine', 'humour', 'VUE', 'ÉCOLE', 'mosquée', 'capitaine', 'sens', 'chute', 'HISTOIRE', 'ORGANISATION', 'parole', 'plaisir', 'expériences', 'III', 'langage', 'luxe', 'colère', 'genre', 'exemple', 'centre', 'n', 'arts', 'quartiers', 'marques', 'querelle', 'diplomate', 'événement', 'documentaire', 'traces', 'rang', 'œuvres', 'journal', 'sciences', 'ère', 'opinion', 'immigrés', 'échec', 'musée', 'paysans', 'origines', 'FRANÇAIS', 'IV', 'associations', 'modèle', 'POLITIQUE', 'espace', 'écrivains', 'MONDE', 'travers', 'écran', 'capitale', 'responsabilité', 'études', 'continent', 'espion', 'alternance', 'RUE', 'CORRESPONDANCE', 'couple', 'mère', 'argent', 'politique', 'choses', 'DÉBATS', 'OPINIONS', 'MATIN', 'bébé', 'PRESSE', 'paix', 'chrétiens', 'artistes', 'journalistes', 'société', 'normes', 'héritage', 'misère', 'Times', 'Marie', 'bataille', 'Marseille', 'livres', 'universités', 'PROPOS', 'tradition', 'tournant', 'FEMMES', 'innovation', 'ÉTUDE', 'social', 'technologie', 'mur', 'maître', 'Libération', 'occupation', 'héros', 'juges', 'processus', 'vies', 'chanson', 'ÉTUDES', 'AL', 'ÉTAT', 'mémoire', 'ÉTUDIANTS', 'limites', 'découverte', 'Forum', 'mot', 'Pologne', 'contemporain', 'archives', 'oubli', 'style', 'dictature', 'forme', 'Moyen', 'chances', 'crime', 'espoir', 'française', 'magistrature', 'cohabitation', 'regard', 'CENTRE', 'lutte', 'République', 'LONDRES', 'avenir', 'drogue', 'respect', 'ÉGLISE', 'dérive', 'tentation', 'classe', 'Eglise', 'chaîne', 'MOUVEMENT', 'arme', 'enfer', 'mairie', 'LIBERTÉ', 'états', 'Barack', 'problème', 'mal', 'hommes', 'violence', 'Eltsine', 'parents', 'animaux', 'moyen', 'journaux', 'jour', 'Etat', 'refus', 'continuité', 'nuit', 'événements', 'citoyen', 'V', 'communication', 'voix', 'œuvre', 'débats', 'accueil', 'agence', 'B', 'fils', 'Journal', 'ombre', 'autonomie', 'AMÉRIQUE', 'souveraineté', 'sujets', 'pieds', 'ESPACE', 'pensée', 'insécurité', 'médecine', 'laboratoire', 'réconciliation', 'métier', 'rue', 'public', 'AFFAIRE', 'mouvement', 'stars', 'musées', 'minute', 'quête', 'évolution', 'formes', 'réaction', 'Champs', 'quartier', 'DROIT', 'CONSEIL', 'Ouest', 'ARMÉES', 'apprentissage', 'coulisses', 'UNIVERSITAIRE', 'tranquille', 'CROIX', 'enjeu', 'revue', 'folie', 'bonheur', 'engagement', 'amis', 'peuple', 'étude', 'sujet', 't', 'conflits', 'moyenne', 'classes', 'Défense', 'séries', 'machine', 'marche', 'neutralité', 'incertitudes', 'CAPITALE', 'COMMUNISTES', 'POUVOIR', 'deuil', 'faillite', 'symbole', 'casse', 'RENCONTRE', 'RECHERCHE', 'élèves', 'question', 'village', 'SOCIAL', 'place', 'JOURNÉE', 'VACANCES', 'ambition', 'Printemps', 'abstention', 'milieu', 'vin', 'domicile', 'contestation', 'amour', 'violences', 'image', 'nature', 'Salon', 'expérience', 'cancer', 'étrange', 'minutes', 'Succès', 'faits', 'POSITION', 'nationalité', 'LIVRE', 'sages', 'PEUPLE', 'dos', 'RÉUNION', 'étudiants', 'UNIS', 'procureur', 'Centre', 'nom', 'café', 'satisfaction', 'communisme', 'ennemi', 'STATUT', 'témoignage', 'prince', 'littérature', 'médias', 'TEMPS', 'rendez', 'LECTURE', 'maîtres', 'voyages', 'pages', 'visage', 'future', 'cartes', 'cycle', 'confinement', 'citoyens', 'LETTRE', 'soldat', 'DOSSIER', 'femme', 'statut', 'information', 'Droit', 'mouvements', 'politiques', 'lecture', 'légende', 'IRLANDE', 'perspectives', 'Père', 'délit', 'minorité', 'adolescents', 'ÉTATS', 'professeur', 'recherche', 'création', 'frontières', 'club', 'ÉTATS UNIS', 'MAISON', 'expression', 'Monsieur', 'palais', 'SANTÉ', 'source', 'idée', 'test', 'leçon', 'journaliste', 'université', 'printemps', 'besoin', 'territoires', 'rédaction', 'mystère', 'communauté', 'K', 'combat', 'problèmes', 'défi', 'vérité', 'fil', 'présidents', 'HOMME', 'abandon', 'SEMAINE', 'anti', 'condition', 'scandale', 'principe', 'drame', 'autorité', 'ARTS', 'heure', 'torture', 'marge', 'acteurs', 'beau', 'féminin', 'suites', 'routes', 'prudence', 'éducation', 'ville', 'REVUE', 'haute', 'terrorisme', 'Terre', 'bois', 'AMÉRICAIN', 'puissance', 'livre', 'efficacité', 'W', 'domaine', 'COLLOQUE', 'piège', 'institutions', 'portes', 'malaise', 'accès', 'carte', 'indépendance', 'entretien', 'courrier', 'festival', 'saison', 'oeuvre', 'mission', 'Obama', 'INFORMATION', 'couleurs', 'vis', 'FORCES', 'cité'];8.991556653769791;3.850010012554783;6184;;;{'x_coordinates': [7.692479610443112, 7.670998399060028, 7.720945807889221, 7.820838394272726, 7.923300431522273, 8.02745175234133, 8.132026851391931, 8.235064467762312, 8.334603340540696, 8.429938685493804, 8.525393693190912, 8.626549065136839, 8.738985502836398, 8.867142952709079, 8.999001628215671, 9.130680740699647, 9.259794124987064, 9.389447599802587, 9.528548880762038, 9.63292680701209, 9.708338517934143, 9.792749426403951, 9.876837572265782, 9.945049859230966, 9.981137267111324, 9.94946037041225, 9.873895332803947, 9.802049915650738, 9.742692309159828, 9.694538974746543, 9.656291393597861, 9.621762981947064, 9.572866428743273, 9.48973778016159, 9.365628059055062, 9.239263657153842, 9.111272177153987, 8.984401068385251, 8.862283519731328, 8.751231644161708, 8.646042515767325, 8.534302772610774, 8.413390352807335, 8.287684293250276, 8.161822060178185, 8.040441119829664, 7.928178938443301, 7.829672982257691, 7.749560717511431, 7.692479610443112], 'y_coordinates': [3.982256412506103, 3.8501980389240296, 3.7280632942643757, 3.6406306492135343, 3.556516250920278, 3.4753882072609033, 3.3945682407554103, 3.310545527760764, 3.219809244633925, 3.1211855923139464, 3.022852716676823, 2.9353277118806105, 2.8691276720833683, 2.845372531110746, 2.8637454771949122, 2.884381789701568, 2.9098583703783354, 2.933862520897802, 2.9420386825447347, 3.014199613326691, 3.124304157328015, 3.230836096965048, 3.336683522786571, 3.449268995592059, 3.5755219315770685, 3.7008889225484976, 3.8177489655496286, 3.931733452236202, 4.047687614638744, 4.170252892444906, 4.304047511812014, 4.44610770027041, 4.575010172479202, 4.666575848483304, 4.7117937169561115, 4.754829062361277, 4.820088265657915, 4.872229467152583, 4.858322759986863, 4.783947383213095, 4.703924191939074, 4.628063668096379, 4.55906265513783, 4.493664618093863, 4.428393084151438, 4.359771580497518, 4.284323634319063, 4.198572772803033, 4.099042523136394, 3.9822564125061026]}
1;bt-1;FAIM | MANIFESTATIONS | migrants | COUR | milliers | MANIFESTATION | avortement | famine | expulsion | papiers | justice | réfugiés | OPÉRATION | Etats | Conseil | PROTESTATION | ÉTUDIANTS | manifestants | centaines | magistrats;International;['faim', 'MANIFESTATIONS', 'migrants', 'manifestations', 'Cour', 'milliers', 'manifestation', 'avortement', 'famine', 'MANIFESTATION', 'expulsion', 'papiers', 'justice', 'Manifestation', 'Manifestations', 'réfugiés', 'OPÉRATION', 'Etats', 'Conseil', 'PROTESTATION', 'ÉTUDIANTS', 'manifestants', 'centaines', 'magistrats', 'cassation', 'Etat', 'report', 'IMMIGRATION', 'FAIM', 'étudiants', 'tribunal', 'urgence', 'police', 'corruption', 'répression', 'avocats', 'Turquie', 'victimes', 'COUR', 'interdiction', 'loi', 'droits', 'émeutes', 'plainte', 'étrangers', 'Donald', 'Landes', 'protestations', 'magistrature', 'prisons', 'DROITS', 'situation', 'secret', 'SITUATION', 'pays', 'procédure', 'affaire', 'NUCLÉAIRES', 'personnes', 'arrêt', 'Accord', 'échange', 'aide', 'état', 'université', 'fermeture', 'MESURES', 'centaine', 'Syndicat', 'scandale', 'droit', 'ressortissants', 'association', 'défense', 'adoption', 'pétition', 'appel', 'décision', 'incidents', 'ARMES', 'grévistes', 'Eglise', 'camps', 'armement', 'AMÉRICAINS', 'suspension', 'Parlement', 'SORT', 'armée', 'Pérou', 'protestation', 'familles', 'peine', 'Varsovie', 'TRIBUNAL', 'CEE', 'immigration', 'lutte', 'défilé', 'Mesures', 'AVOCATS', 'immeuble', 'levée', 'parquet', 'juge', 'immigrés', 'attentats', 'évacuation', 'Vatican', 'musulmans', 'Congrès', 'frontière', 'dette', 'autorités', 'tensions', 'dizaines', 'asile', 'Britanniques', 'recours', 'plaintes', 'essais', 'habitants', 'JAPON', 'FORCE', 'D ARMES', 'millier', 'drogue', 'violence', 'jugement', 'NÉGOCIATIONS', 'mineurs', 'garde', 'dictature', 'actes', 'transfert', 'grève', 'cour', 'accord', 'marche', 'ACCORD', 'cas', 'anniversaire', 'nucléaire', 'annulation', 'vives', 'restrictions', 'Tunisie', 'mosquée', 'commission', 'gouvernement', 'inquiétude', 'États', 'Colombie', 'enquête', 'gaz', 'suscite', 'tribunaux', 'réouverture', 'projet', 'journaux', 'représailles', 'écoutes', 'solidarité', 'Argentine', 'UNIVERSITÉ', 'POLICE', 'million', 'russes', 'législation', 'LUTTE', 'exportation', 'nationalistes', 'partie', 'détention', 'maintien', 'Pologne', 'autorisation', 'concert', 'résidence', 'lieu', 'administration', 'envoi', 'presse', 'terrorisme', 'groupes', 'locaux', 'exception', 'Polémique', 'exécution', 'mariage', 'policiers', 'archives', 'veto', 'décret', 'coronavirus', 'faveur', 'C E', 'VIETNAM', 'Indonésie', 'CIA', 'D ÉTAT', 'CONSEIL D', 'mines', 'TUNISIE', 'racisme', 'menace', 'LOI', 'frontières', 'sécurité', 'Hongrie', 'FAVEUR', 'milieux', 'HLM', 'concessions', 'GOUVERNEMENT', 'forces', 'armes', 'JUSTICE', 'ordre', 'sort', 'opération', 'canal', 'exportations', 'armées', 'barrage', 'pêche', 'inquiétudes', 'espion', 'défenseurs', 'Autriche', 'communauté', 'crimes', 'code', 'délai', 'indemnisation', 'signature', 'PÉKIN', 'débat', 'sanctions', 'effectifs', 'demande', 'préfecture', 'CONVENTION', 'hostilité', 'missions', 'SUJET', 'relation', 'conditions', 'instruction', 'face', 'REPERES', 'Égypte', 'contrôles', 'renseignement', 'sûreté', 'NATIONS', 'MADRID', 'ONG', 'MAROC', 'province', 'utilisation', 'Face', 'réserves', 'surveillance', 'Etats Unis', 'traité', 'hommage', 'instance', 'ARMÉES', 'SOUTIEN', 'Mexico', 'ARMÉE', 'relance', 'Bretagne', 'suppression', 'E E', 'terres', 'Chinois', 'CAPITALE', 'Mai', 'rassemblement', 'Comité', 'PERSONNES', 'silence', 'opinion', 'enfants', 'avocat', 'censure', 'arrière', 'différend', 'alimentation', 'État', 'zone', 'conflit', 'libertés', 'centres', 'vis', 'FORCES', 'négociations', 'accueil', 'écoles', 'pouvoir', 'prises', 'discrimination', 'gouvernements', 'BRÉSIL', 'DÉCISION', 'aéroport', 'établissements', 'engagements', 'mesures', 'mois', 'associations', 'commissaire', 'ministère', 'culte', 'agressions', 'rues', 'AMBASSADE', 'menaces', 'lycéens', 'fonctions', 'Unis', 'attaques', 'personnel', 'Maison', 'Russes', 'question', 'volonté', 'ETATS', 'médias', 'vin', 'absence', 'agitation', 'adhésion', 'métropole', 'poursuites', 'masse', 'révélations', 'interpellations', 'URSS', 'île', 'DEMANDE', 'crime', 'discussions', 'cause', 'dénonce', 'opposants', 'Création', 'rue', 'nom', 'propos', 'délit', 'haine', 'rejet', 'RÉGIME', 'F D', 'accords', 'village', 'arme', 'aviation', 'Américains', 'contrôle', 'organisations', 'Union', 'licenciement', 'MILITAIRES', 'controverse', 'mandat', 'Affaire', 'protection', 'décisions', 'rédaction', 'montée', 'vingtaine', 'fer', 'AGITATION', 'survie', 'religieux', 'allemand', 'rétablissement', 'protocole', 'espionnage', 'confinement', 'émission', 'raisons', 'quartiers', 'Allemands', 'poursuite', 'régime', 'juin', 'tension', 'Espagne', 'Times', 'El', 'Brésil', 'intégration', 'mouvements', 'amnistie', 'bras', 'anti', 'diffusion', 'critiques', 'accusations', 'PROBLÈMES', 'AUTORITÉS', 'Climat', 'institution', 'uranium', 'centrale', 'administrateur', 'violences', 'dossier', 'virus', 'paysans', 'torture', 'complot', 'CSA', 'Attentats', 'Sénat', 'application', 'islam', 'peines', 'arrivée', 'personnalités', 'présence', 'meeting', 'UNIVERSITAIRE', 'VOTE', 'FONCTIONNAIRES', 'sexe', 'espagnols', 'magistrat', 'sanction', 'campagnes', 'TRAVAILLEURS', 'touristes', 'l', 'homme', 'embargo', 'arrondissement', 'NUCLÉAIRE', 'technologie', 'colère', 'moyens', 'juges', 'biens', 'terre', 'condamnation', 'avis', 'SUITE', 'fermeté', 'cérémonies', 'centrales', 'office', 'faute', 'quartier', 'audience', 'députés', 'vote', 'Association', 'large', 'population', 'syndicat', 'Nice', 'drame', 'autorité', 'consultation', 'ETATS UNIS', 'appels', 'gare', 'place', 'centre', 'ventes', 'chercheurs', 'documents', 'conseillers', 'troubles', 'égard', 'Européens', 'Pays', 'GARDE', 'nationalité', 'INCIDENT', 'rapport', 'session', 'auteurs', 'contestation', 'LIEU', 'règles', 'COMMERCE', 'intérêts', 'immunité', 'limite', 'Provence', 'HOMMES', 'échanges', 'respect', 'Succès', 'camp'];9.273688603134804;0.2680005484557029;4579;;;{'x_coordinates': [8.800028800964354, 8.754107109366387, 8.70585024653558, 8.6623781910995, 8.621351582399408, 8.58031639405741, 8.537419394565129, 8.493903437986457, 8.452005850605902, 8.412415713177975, 8.431551769918482, 8.507133935055815, 8.573286137250333, 8.6335453312529, 8.693863254973143, 8.761160010955553, 8.842902321707676, 8.945610964953328, 9.054080492830431, 9.165813599758241, 9.282940955229527, 9.407344638030956, 9.53611832262246, 9.662038205304968, 9.777725875923615, 9.875802924323544, 9.94933029188993, 10.006690627592834, 10.066284667055962, 10.12572832290315, 10.179544560448097, 10.22098282145812, 10.221815555773652, 10.167909601411282, 10.106468441734524, 10.051855485740264, 9.996732347322235, 9.938585936566799, 9.876180198794634, 9.812917686351161, 9.75571959920526, 9.688435068601498, 9.577337037397667, 9.460741595243492, 9.345045731624536, 9.230263646150865, 9.113948614665698, 8.996651100711697, 8.882142633682996, 8.800028800964354], 'y_coordinates': [1.0441215038299563, 0.9372927594198611, 0.8353931027448777, 0.7290792265051802, 0.6203467607205394, 0.5113287855394393, 0.4037272045388093, 0.29702193234393287, 0.18997917388592608, 0.08170318919739326, -0.027107367170398668, -0.11819726053834635, -0.2120530400677625, -0.3094988519434691, -0.4085658049510827, -0.5025861112674439, -0.5833576599725159, -0.635796972480372, -0.6455202537122088, -0.6209179404930876, -0.5872151855862118, -0.5685597007672787, -0.568345953548136, -0.5712561906832359, -0.5613025848641623, -0.5224973087824992, -0.44064086535132285, -0.340713171176564, -0.24168055600394148, -0.14235943091272835, -0.04051522181351412, 0.06688474169070731, 0.18127218971125816, 0.2835215893730169, 0.3826292529353919, 0.483588705843352, 0.585424004630656, 0.6850945511003445, 0.779672331512886, 0.8734563564746867, 0.9762277461788809, 1.068121392281793, 1.0943546775918986, 1.0914095873196452, 1.0866603715300498, 1.089985317334979, 1.1037301832289907, 1.118579858026895, 1.112707612503249, 1.044121503829956]}
2;bt-10;ANS | Questions | ordinateur | siècle | III | TÉLÉVISION | principales | années | TEMPS | CONCOURS | ANNIVERSAIRE | OPINIONS | COURRIER | MONDE | QUESTION | dispositions | HEURE | DROIT | SUCCÈS | défi;Technologie;['ans', 'Questions', 'ordinateur', 'siècle', 'III', 'télévision', 'principales', 'années', 'TEMPS', 'CONCOURS', 'ANNIVERSAIRE', 'OPINIONS', 'COURRIER', 'MONDE', 'QUESTION', 'ANS', 'dispositions', 'heure', 'Droit', 'TÉLÉVISION', 'succès', 'anniversaire', 'défi', 'triomphe', 'information', 'NOUVEAUX', 'édition', 'défis', 'limites', 'IV', 'année', 'PRIX', 'radio', 'âge', 'ordinateurs', 'Télévision', 'HEURE', 'meilleurs', 'citoyen', 'VIE', 'minutes', 'jours', 'temps', 'chercheurs', 'Mesures', 'systèmes', 'outil', 'DÉBATS', 'peau', 'prix', 'SUCCÈS', 'UNIVERSITAIRE', 'points', 'débats', 'vie', 'conquête', 'poids', 'droit', 'baccalauréat', 'COMMUNIQUÉ', 'progrès', 'INFORMATION', 'traitement', 'Radio', 'NOUVELLES', 'RADIO', 'lois', 'mutation', 'DROIT', 'R T', 'risques', 'attente', 'MÉTRO', 'cancer', 'JUILLET', 'avenir', 'service', 'monde', 'réussite', 'coût', 'album', 'répartition', 'ANNÉE', 'recherche', 'Internet', 'jeux', 'innovation', 'INTERNET', 'métier', 'V', 'vidéo', 'course', 'tiers monde', 'prévention', 'technologies', 'tiers', 'STATUT', 'RECHERCHE', 'usage', 'évaluation', 'numérique', 'effets', 'expression', 'chiffres', 'guerre', 'ATTITUDE', 'radios', 'noms', 'RUE', 'pensée', 'SERVICE', 'exemple', 'TAUX', 'Enquête', 'langage', 'pièces', 'champs', 'chose', 'NOUVELLE', 'PROPOS', 'VICTOIRE', 'formations', 'Politique', 'sexe', 'PROBLÈME', 'COMMUNICATION', 'victoire', 'test', 'bataille', 'incertitudes', 'secrets', 'publicité', 'protection', 'enjeu', 'écrans', 'Sciences', 'concours', 'HAUTE', 'principe', 'SOCIAL', 'cohabitation', 'Force', 'épreuve', 'bac', 'geste', 'société', 'expérience', 'plans', 'acte', 'question', 'études', 'FOIS', 'mois', 'partage', 'génération', 'sources', 'an', 'QUESTIONS', 'semaines', 'programme', 'responsabilités', 'maladie', 'industries', 'routes', 'pieds', 'prestations', 'arbitre', 'critiques', 'intelligence', 'dossier', 'résolution', 'DOCUMENTS', 'PROVINCE', 'pauvreté', 'courage', 'licence', 'répression', 'procédure', 'besoins', 'couleurs', 'engagement', 'SALON', 'centres', 'auteurs', 'X', 'ÉCOLE', 'pari', 'séries', 'désert', 'Mexico', 'arbitrage', 'VUE', 'JOURS', 'documents', 'phénomène', 'ÉTUDE', 'Mai', 'Salon', 'choix', 'chaînes', 'vin', 'carrière', 'étape', 'quête', 'PROGRÈS', 'VACANCES', 'arrière', 'ÉTUDES', 'proximité', 'Succès', 'violence', 'LIBERTÉ', 'avance', 'identité', 'c', 'NOVEMBRE', 'réponses', 'rôle', 'conseils', 'heures', 'solution', 'magazine', 'limite', 'circulation', 'arts', 'passion', 'loi', 'sécurité', 'pacte', 'décret', 'PROGRAMME', 'ère', 'réponse', 'bureau', 'LECTURE', 'importance', 'écrivains', 'BILAN', 'surveillance', 'téléphone', 'indépendance', 'états', 'analyse', 'fin', 'méthodes', 'qualité', 'PLAN', 'MESURES', 'attaque', 'APPEL', 'destruction', 'source', 'sens', 'système', 'Prix', 'POINT', 'mai', 'guérilla', 'UNIVERSITÉ', 'carte', 'haute', 'événements', 'prêt', 'philosophie', 'renseignement', 'dossiers', 'mesures', 'saison', 'historique', 'anti', 'condition', 'bois', 'cadres', 'janvier', 'institutions', 'avril', 'AVENIR', 'acteurs', 'dangers', 'cuisine', 'photo', 'étoiles', 'actualité', 'terre', 'développement', 'essai', 'livre', 'L', 'classement', 'technologie', 'date', 'sites', 'formule', 'PROCÈS', 'santé', 'argent', 'peuple', 'timbre', 'SITUATION', 'Affaire', 'architecture', 'cents', 'poste', 'dimanche', 'vague', 'TÊTE', 'parcours', 'machine', 'courrier', 'côte', 'refus', 'pont', 'casse', 'Canal', 'villes', 'vitesse', 'main', 'récit', 'Foire', 'AGITATION', 'souvenir', 'ÉVOLUTION', 'alternance', 'erreurs', 'DIFFICULTÉS', 'organes', 'révolution', 'milieu', 'lait', 'juges', 'train', 'Nations', 'DIMANCHE', 'leçons', 'affaire', 'ports', 'Vatican', 'malades', 'GESTION', 'PROPOSITIONS', 'causes', 'faiblesse', 'lendemain', 'parité', 'INITIATIVES', 'Télévisions', 'MAI', 'public', 'modèle', 'site', 'voyage', 'bâtiment', 'TOUR', 'crises', 'DÉCLARATIONS', 'EAU', 'Pyrénées', 'modalités', 'tendance', 'PLACE', 'consensus', 'vins', 'principes', 'condamnations', 'circuit', 'histoires', 'exclusion', 'LIVRES', 'POLITIQUE', 'MOIS', 'maison', 'erreur', 'pollution', 'alerte', 'regard', 'jeu', 'problème', 'demi', 'incidents', 'citoyens', 'chemins', 'DOSSIER', 'ordre', 'camps', 'horreur', 'tradition', 'meilleures', 'tournant', 'divorce', 'paradis', 'souvenirs', 'COMPTES', 'péril', 'demeure', 'CAPITALE', 'Education', 'contrats', 'DROITS', 'fête', 'moment', 'intégration', 'communication', 'mouvements', 'services', 'entreprise', 'automobile', 'retard', 'réalité', 'justice', 'honneur', 'front', 'langue', 'recettes', 'CAIRE', 'pertes', 'difficile', 'preuve', 'km', 'conception', 'traces', 'tir', 'bombes', 'CAUSE', 'coeur', 'chaîne', 'texte', 'ligne', 'espoir', 'questions', 'médicaments', 'Libération', 'viande', 'combat', 'incertitude', 'prises', 'oubli', 'Dossier', 'POSITION', 'NUIT', 'PREND', 'banquiers', 'dialogue', 'solutions', 'assistance', 'génie', 'collaboration', 'cap', 'rappel', 'ORGANISATIONS', 'bande', 'FILMS', 'vent', 'intérêt', 'livres', 'code', 'drame', 'travers', 'solidarité', 'jeunesse', 'métropole', 'voyages', 'pages', 'sports', 'voile', 'révélations', 'épisode', 'fonctionnement', 'humour', 'œil', 'interpellations', 'risque', 'volonté', 'projet', 'conflits', 'images', 'route', 'rêve', 'liberté', 'chemin', 'revanche', 'souffle', 'goût', 'Visite', 'essence', 'perspectives', 'étoile', 'Violences', 'pôle', 'communiqué', 'secours', 'rue', 'accords', 'vacances', 'idées', 'initiative', 'ORDRE', 'secteur', 'SEPTEMBRE', 'ENTREPRISE', 'joueurs'];10.423044902495755;4.513165875791594;5240;;;{'x_coordinates': [9.941664695739746, 10.014283139603148, 10.148163677298209, 10.281906437159883, 10.41430416043841, 10.546277612989376, 10.682564053874227, 10.82453274685401, 10.967755671528192, 11.107322933336626, 11.238324637719177, 11.3558508901157, 11.449581270932718, 11.487141974411736, 11.482196723583312, 11.457692801790074, 11.436029605215225, 11.427612399679317, 11.43118029824984, 11.444990138164219, 11.467105240904955, 11.48572502830591, 11.474687821377902, 11.409275425317304, 11.302676653896194, 11.196047494155414, 11.092477099826088, 10.986576216062238, 10.871037113948574, 10.751632144801086, 10.644122890774515, 10.536873409475433, 10.429886557794504, 10.323140906789744, 10.216430722042256, 10.109465739175139, 10.0019552520805, 9.89365803374858, 9.785375312509885, 9.678900292513449, 9.571537031655216, 9.482489152214933, 9.52418684370036, 9.61440548863428, 9.683348517352808, 9.735363154675793, 9.780468070151652, 9.828681933328806, 9.887439676391418, 9.941664695739746], 'y_coordinates': [3.6783366203308105, 3.5743162794056516, 3.587406213498417, 3.6040476571851694, 3.6236904291357597, 3.644671134047401, 3.656247417929742, 3.655188764440287, 3.6513100585286855, 3.6555105276762103, 3.6786893993641305, 3.7317459010737206, 3.823643915340867, 3.94534159194094, 4.084548953985234, 4.230189796467683, 4.371538849450144, 4.5055533755765325, 4.636663092426844, 4.7696066269947694, 4.908969407589599, 5.05152800763047, 5.18268989132161, 5.288349106847317, 5.374754963842767, 5.462970970365398, 5.546048285755349, 5.636549267918199, 5.697860878519088, 5.641470116308308, 5.557324487860424, 5.477240926863232, 5.3985362939862, 5.3188080993062075, 5.237783704637215, 5.15616730808097, 5.074668212425017, 4.993944246744906, 4.913568761054108, 4.832083140768907, 4.7485675773798715, 4.656904469986722, 4.537730686046514, 4.406596393017223, 4.277530336283153, 4.152505792526771, 4.032573885404857, 3.918785738574189, 3.8093993337126184, 3.6783366203308105]}
